CID,Type,Impact,Status,First Detected,Owner,Classification,Severity,Action,Component,Category,File,Function,Issue Kind
11591,Incompatible cast,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Integer handling issues,/Tripopt/LibToMsgs/STripOptPowerLimitMarkerInfo.cc,computeDataCrc,Quality
11592,Incompatible cast,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Integer handling issues,/Tripopt/LibToMsgs/STripOptGpsPntInfo.cc,decode,Quality
11593,Incompatible cast,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Integer handling issues,/Tripopt/LibToMsgs/STripOptGpsPntInfo.cc,decode,Quality
11594,Incompatible cast,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Integer handling issues,/Tripopt/LibToMsgs/STripOptGpsProfileMsg.cc,decode,Quality
11595,Incompatible cast,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Integer handling issues,/Tripopt/LibToMsgs/STripOptGpsProfileMsg.cc,decode,Quality
11596,Incompatible cast,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Integer handling issues,/Tripopt/LibToMsgs/STripOptGpsProfileMsg.cc,decode,Quality
11597,Incompatible cast,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Integer handling issues,/Tripopt/LibToMsgs/STripOptPlanInfo.cc,computeDataCrc,Quality
11598,Incompatible cast,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Integer handling issues,/Tripopt/LibToMsgs/STripOptPlanInfo.cc,computeDataCrc,Quality
11599,Incompatible cast,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Integer handling issues,/Tripopt/LibToMsgs/STripOptPlanInfo.cc,computeDataCrc,Quality
11600,Incompatible cast,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Integer handling issues,/Tripopt/LibToMsgs/STripOptPlanInfo.cc,computeDataCrc,Quality
11601,Incompatible cast,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Integer handling issues,/Tripopt/LibToMsgs/STripOptPlanInfo.cc,computeDataCrc,Quality
11603,Incompatible cast,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Integer handling issues,/Tripopt/LibToMsgs/STripOptPlanInfo.cc,computeDataCrc,Quality
11604,Incompatible cast,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Integer handling issues,/Tripopt/LibToMsgs/STripOptPlanInfo.cc,computeDataCrc,Quality
11605,Incompatible cast,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Integer handling issues,/Tripopt/LibToMsgs/STripOptEffGradeInfo.cc,computeDataCrc,Quality
11606,Incompatible cast,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Integer handling issues,/Tripopt/LibToMsgs/STripOptEffGradeInfo.cc,computeDataCrc,Quality
11607,Infinite loop,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Program hangs,/Tools/OSTools/ToolRstReport/rstreport.c,DispRecs,Quality
11608,Integer overflowed argument,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Insecure data handling,/Tools/CPUAnalysis/ToolGetsPidin/pidin_proc.c,Arguments,Various
11609,Integer overflowed argument,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Insecure data handling,/Tools/CPUAnalysis/ToolGetsPidin/pidin_proc.c,Environment,Various
11611,Overflowed return value,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Insecure data handling,/General/LibGen/gen_filemgr.cc,is_physically_full,Various
11612,Overflowed return value,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Insecure data handling,/General/LibGen/gen_bufmgr.cc,is_full,Various
11619,Overflowed array index write,High,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Memory - corruptions,/Mmi/ProcDisp/id_entry.c,invoke_id_drv_setup,Various
11620,Overflowed array index write,High,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Memory - corruptions,/Mmi/ProcDisp/id_entry.c,invoke_id_train_setup,Various
11621,Overflowed array index write,High,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Memory - corruptions,/Mmi/ProcDisp/id_entry.c,invoke_id_accept_changes,Various
11624,Overflowed array index write,High,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Memory - corruptions,/Mmi/ProcDisp/id_entry.c,invoke_id_train_num_setup,Various
11625,Integer overflowed argument,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Insecure data handling,/General/LibGen/lzrw1kh_compress.cc,lzrw1khInflate,Various
11626,Integer overflowed argument,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Insecure data handling,/General/LibGen/lzrw1kh_compress.cc,lzrw1khInflate,Various
11628,Double lock,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Program hangs,/Cmg/ProcCmgAgent/cmg_agent.cc,reg_thread,Quality
11629,Double lock,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Program hangs,/Cmg/ProcCmgAgent/cmg_agent.cc,route_thread,Quality
11630,Double lock,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Program hangs,/boot/ppcbe/src/hardware/devn/speedo/devctl.c,speedo_devctl,Quality
11632,Missing break in switch,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Control flow issues,/Vehctrl/Net/LibNet/arc_reconrate_inc.cc,evaluate,Quality
11634,Missing break in switch,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Control flow issues,/Cabsig/ProcCsAgent/cs_agent.cc,xmit_lsl_to_evt_rec_status_msg,Quality
11635,Missing break in switch,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Control flow issues,/Ebc/LibHvac/hvac_system.cc,detect_an_event,Quality
11637,Missing break in switch,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Control flow issues,/Fepanel/Dtc/Appmgr/CtrlLaws/DtcProcIntegrated/fe123intrdc.cc,fe123Hndlr,Quality
11638,Missing break in switch,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Control flow issues,/boot/ppcbe/src/lib/io-char/tti.c,tti,Quality
11639,Missing break in switch,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Control flow issues,/boot/ppcbe/src/lib/io-char/tti.c,tti2,Quality
11640,Missing break in switch,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Control flow issues,/boot/ppcbe/src/lib/io-char/io_devctl.c,io_devctl,Quality
11641,Missing break in switch,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Control flow issues,/boot/ppcbe/src/lib/io-char/io_devctl.c,io_devctl,Quality
11645,Missing break in switch,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Control flow issues,/boot/ppcbe/src/hardware/devc/ser8250/tto.c,ser_stty,Quality
11646,Missing break in switch,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Control flow issues,/boot/ppcbe/src/hardware/devc/ser8250/tto.c,ser_stty,Quality
11647,Missing break in switch,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Control flow issues,/Tools/CfgEEPROM/ToolCfgEEPROM/cfgEEPROMConfig.cc,main,Quality
11651,Inferred misuse of enum,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Incorrect expression,/Stats/LibStat/delta_param.cc,update,Quality
11652,Inferred misuse of enum,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Incorrect expression,/Stats/LibStat/delta_param.cc,initialize,Quality
11653,Inferred misuse of enum,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Incorrect expression,/Vehctrl/Ico/LibIco/inv_cutout.cc,detect_an_event,Quality
11654,Inferred misuse of enum,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Incorrect expression,/Mmi/ProcMessTask/mess_task.cc,data_download_proc,Quality
11661,Inferred misuse of enum,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Incorrect expression,/Tools/Sharon/ProcSharon/trip_optimizer.c,tripOptTripDefnsimulate,Quality
11662,Inferred misuse of enum,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Incorrect expression,/Fepanel/Cio/Iomgr/ProcIomgr/iomgr.cc,main,Quality
11663,Inferred misuse of enum,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Incorrect expression,/Vehctrl/Grid/LibGrid/grid_low_volt_staging.cc,detect_an_event,Quality
11664,Inferred misuse of enum,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Incorrect expression,/Fepanel/Dtc/Appmgr/CtrlLaws/DtcProcIntegrated/fe123intrdc.cc,fe123Hndlr,Quality
11665,Inferred misuse of enum,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Incorrect expression,/Fepanel/Dtc/Appmgr/DtcProcAppMgr/app_mgr.cc,main,Quality
11666,Inferred misuse of enum,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Incorrect expression,/Ethmgr/ProcEthmgr/ethmgrprocess.cc,processMessage,Quality
11667,Argument cannot be negative,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/Ecomm/ProcEcommAgent/ecomm_agent.cc,process_asi_sock,Quality
11668,Argument cannot be negative,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/Ecomm/ProcEcommAgent/ecomm_agent.cc,process_eab_sock,Quality
11669,Argument cannot be negative,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/Ecomm/ProcEcommAgent/ecomm_agent.cc,process_mep_sock,Quality
11671,Argument cannot be negative,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/Stats/ProcStatTask/stat_manager.cc,restore,Quality
11674,Improper use of negative value,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Integer handling issues,/Obd/LibObdLog/log_mgr.cc,initialize,Quality
11675,Argument cannot be negative,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/Tic/ProcTicAgent/tic_agent.cc,process_message,Quality
11676,Improper use of negative value,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Integer handling issues,/Paneldwnld/ProcPanelDown/panel_download_interface.cc,srec_download_substate,Quality
11677,Negative array index read,High,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Memory - illegal accesses,/Rlr/ProcRlrAgent/rlr_helper.cc,calculate_file_cksum,Quality
11678,Negative array index read,High,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Memory - illegal accesses,/Rlr/ProcRlrAgent/rlr_helper.cc,get_uploaded_config_filename,Quality
11679,Argument cannot be negative,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/Paneldwnld/ProcPanelDown/panel_down.cc,extract_dist_file,Quality
11680,Negative array index read,High,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Memory - illegal accesses,/Rlr/ProcRlrAgent/rlr_pkg_response_msg.cc,process_command,Quality
11681,Negative array index read,High,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Memory - illegal accesses,/Rlr/ProcRlrAgent/rlr_pkg_request_msg.cc,form_message_to_send,Quality
11686,Argument cannot be negative,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/Infra/LibInfra/file_common.cc,preallocate_file,Quality
11687,Argument cannot be negative,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/Infra/LibInfra/file_common.cc,check_for_writable,Quality
11688,Argument cannot be negative,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/Remotecmd/ProcRemoteSlave/execution_rem.cc,dispatch,Quality
11689,Argument cannot be negative,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/Fepanel/Dtc/Appmgr/Tools/ToolRecorder/data_logger.cc,main,Quality
11690,Switch test assignment,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Incorrect expression,/Mep/ProcMepAgent/message_interface.cc,_UpdateMomentarySwitch,Quality
11691,Switch test assignment,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Incorrect expression,/Mep/ProcMepAgent/message_interface.cc,_UpdateContinuousSwitch,Quality
11692,Unsigned compared against 0,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Control flow issues,/Vehctrl/Hpc/LibHpcModel/hpc_model.c,m0_c12_hpc_model,Quality
11693,Memset fill value of '0',High,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Memory - illegal accesses,/Dps/Inc/lsi_179_5.h,update,Quality
11694,Memset fill value of '0',High,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Memory - illegal accesses,/Dps/Inc/lsi_179_5.h,update,Quality
11695,Incorrect pointer increment,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Incorrect expression,/Lpcshm/ProcLpcCommTask/lpc_comm_task.cc,validate_crc,Quality
11696,Incorrect pointer increment,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Incorrect expression,/Lpcshm/ProcLpcCommTaskVpc/lpc_vpc_comm_task.cc,validate_crc,Quality
11697,Self assignment,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Incorrect expression,/Icc/ProcIccAgent/icc_message.cc,process,Quality
11698,Unsigned compared against 0,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Control flow issues,/Guardian/ProcNodeGuardian/ngrdn.cc,readDiskStatus,Quality
11699,Memset fill truncated,High,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Memory - illegal accesses,/Icc/ProcIccAgent/icc_agent.cc,process_polling,Quality
11700,Self assignment,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Incorrect expression,/Gps/ProcGpsAgent/gps_agent.cc,substitute_time_from_logs,Quality
11704,Self assignment,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Incorrect expression,/Fepanel/Cmn/Iomgr/LibFeIomgr/iocdigout.cc,iocDigOutExecute,Quality
11705,Unsigned compared against 0,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Control flow issues,/Vehctrl/Rsf/LibRsfMdl/rsf_mdl.c,sf_m0_c27_rsf_mdl,Quality
11706,Unsigned compared against 0,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Control flow issues,/Rmd/ProcRmdAgent/RmdIncidentMessage.cc,processCommand,Quality
11707,Macro compares unsigned to 0,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Integer handling issues,/Rmd/ProcRmdAgent/RmdIncidentMessage.cc,form_Incident_packet,Quality
11708,Unsigned compared against 0,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Control flow issues,/Cfgmgr/LibCmParse/vehcfg.cc,gatherConfig,Quality
11710,Memset fill truncated,High,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Memory - illegal accesses,/Icc/ProcIccAgent/icc_oper_msg.cc,update,Quality
11711,Memset fill truncated,High,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Memory - illegal accesses,/Icc/ProcIccAgent/icc_oper_msg.cc,process,Quality
11712,Self assignment,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Incorrect expression,/Icc/ProcIccAgent/icc_oper_msg.cc,convertEndian,Quality
11714,Unsigned compared against 0,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Control flow issues,/Cmg/OpenSLP/LibOpenSLP/libslp_network.c,NetworkMultiUcastRqstRply,Quality
11716,Unsigned compared against 0,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Control flow issues,/Stats/ProcStatTask/stat_manager.cc,update,Quality
11717,Array compared against 0,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Incorrect expression,/boot/ppcbe/src/hardware/devc/ser8250/init.c,enable_device,Quality
11718,Array compared against 0,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Incorrect expression,/Datapack/ProcDpw/dpw_cmd.cc,print,Quality
11721,Unsigned compared against 0,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Control flow issues,/boot/ppcbe/src/hardware/support/boot-mpc8347-ge/main.c,main,Quality
11722,Self assignment,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Incorrect expression,/Iomgr/LibIoele/ioele.h,value,Quality
11723,Unsigned compared against 0,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Control flow issues,/Vehctrl/Aess/LibAessModel/aess_model.c,m0_c2_aess_model,Quality
11725,Unsigned compared against 0,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Control flow issues,/Tools/CfgEEPROM/ToolCfgEEPROM/cfgEEPROMConfig.cc,main,Quality
11726,Unsigned compared against 0,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Control flow issues,/boot/ppcbe/src/hardware/i2c/mpc5200/options.c,mpc5200_parseopts,Quality
11728,Unintentional integer overflow,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Integer handling issues,/Obd/ProcReportGenAgent/report_gen_agent.cc,process_dr_log,Quality
11729,Unintentional integer overflow,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Integer handling issues,/Pig/ProcPigDaemon/pigdaemon.cc,checkForHungAppls,Quality
11731,Out-of-bounds write,High,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Memory - corruptions,/Bkgcomms/LibBkgComms/bkg_cmd_manager.cc,processCCPLoadCmd,Various
11733,Out-of-bounds access,High,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Memory - corruptions,/Dts/ProcDtsAgent/dts_agent.cc,multi_file,Various
11734,Illegal address computation,High,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Memory - corruptions,/boot/ppcbe/src/hardware/pci/server.c,PCI_IoMsg,Various
11736,Out-of-bounds read,High,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Memory - illegal accesses,/boot/ppcbe/src/hardware/startup/lib/debug.c,print_hwinfo,Various
11741,Out-of-bounds access,High,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Memory - corruptions,/Dts/Inc/dts.h,forceValues,Various
11742,Out-of-bounds write,High,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Memory - corruptions,/Tripopt/LibToLdsMdl/to_lds_mdl.c,to_lds_mdl_initialize,Various
11747,Out-of-bounds write,High,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Memory - corruptions,/Eventrec/ProcErTask/lidr_lsi_msg.cc,id_rec_msg,Various
11748,Out-of-bounds write,High,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Memory - corruptions,/Eventrec/ProcErTask/lidr_lsi_msg.cc,id_rec_msg_2,Various
11749,Out-of-bounds write,High,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Memory - corruptions,/Eventrec/ProcErTask/lidr_lsi_msg.cc,id_rec_msg_2,Various
11750,Out-of-bounds write,High,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Memory - corruptions,/Eventrec/ProcErTask/lidr_lsi_msg.cc,id_rec_msg_2,Various
11751,Out-of-bounds write,High,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Memory - corruptions,/Vehctrl/Rsf/LibRsfMdl/rsf_mdl.c,rsf_mdl_initialize,Various
11753,Out-of-bounds access,High,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Memory - corruptions,/Msgtrans/ProcMsgT/msg_trans.cc,create_interface_objs,Various
11754,Out-of-bounds read,High,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Memory - illegal accesses,/boot/ppcbe/src/hardware/startup/lib/debug.c,print_typed_strings,Various
11761,Out-of-bounds read,High,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Memory - illegal accesses,/boot/ppcbe/src/hardware/devg/smi7xx/layer.c,smi7xx_layer_query,Various
11762,Out-of-bounds read,High,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Memory - illegal accesses,/boot/ppcbe/src/hardware/devg/smi7xx/layer.c,smi7xx_layer_select_format,Various
11765,Out-of-bounds write,High,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Memory - corruptions,/Bkgcomms/LibBkgComms/bkg_cmd_manager.cc,processMPMapLoadCmd,Various
11766,Out-of-bounds write,High,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Memory - corruptions,/Vehctrl/Epc/LibEpcModel/epc_model.c,epc_model_initialize,Various
11767,Out-of-bounds write,High,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Memory - corruptions,/Vehctrl/Hpc/LibHepAltThermModel/hep_alt_therm_ctrl.c,hep_alt_therm_ctrl_initialize,Various
11768,Out-of-bounds access,High,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Memory - corruptions,/Cmg/OpenSLP/LibOpenSLP/libslp_network.c,NetworkMultiUcastRqstRply,Various
11769,Out-of-bounds write,High,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Memory - corruptions,/Tripopt/LibToRteMdl/to_rte_mdl.c,to_rte_mdl_initialize,Various
11770,Out-of-bounds write,High,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Memory - corruptions,/Tripopt/LibToRteMdl/to_rte_mdl.c,to_rte_mdl_initialize,Various
11771,Out-of-bounds write,High,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Memory - corruptions,/Tripopt/LibToRteMdl/to_rte_mdl.c,to_rte_mdl_initialize,Various
11772,Out-of-bounds write,High,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Memory - corruptions,/Tripopt/LibToRteMdl/to_rte_mdl.c,to_rte_mdl_initialize,Various
11773,Out-of-bounds write,High,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Memory - corruptions,/Tripopt/LibToRteMdl/to_rte_mdl.c,to_rte_mdl_initialize,Various
11774,Out-of-bounds write,High,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Memory - corruptions,/Tripopt/LibToRteMdl/to_rte_mdl.c,to_rte_mdl_initialize,Various
11775,Out-of-bounds write,High,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Memory - corruptions,/Tripopt/LibToRteMdl/to_rte_mdl.c,to_rte_mdl_initialize,Various
11776,Out-of-bounds write,High,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Memory - corruptions,/Tripopt/LibToRteMdl/to_rte_mdl.c,to_rte_mdl_initialize,Various
11777,Out-of-bounds write,High,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Memory - corruptions,/Tripopt/LibToRteMdl/to_rte_mdl.c,to_rte_mdl_initialize,Various
11778,Out-of-bounds write,High,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Memory - corruptions,/Tripopt/LibToRteMdl/to_rte_mdl.c,to_rte_mdl_initialize,Various
11779,Out-of-bounds write,High,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Memory - corruptions,/Tripopt/LibToRteMdl/to_rte_mdl.c,to_rte_mdl_initialize,Various
11780,Out-of-bounds write,High,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Memory - corruptions,/Tripopt/LibToRteMdl/to_rte_mdl.c,to_rte_mdl_initialize,Various
11781,Out-of-bounds write,High,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Memory - corruptions,/Tripopt/LibToRteMdl/to_rte_mdl.c,to_rte_mdl_initialize,Various
11782,Out-of-bounds write,High,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Memory - corruptions,/Tripopt/LibToRteMdl/to_rte_mdl.c,to_rte_mdl_initialize,Various
11783,Out-of-bounds write,High,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Memory - corruptions,/Tripopt/LibToRteMdl/to_rte_mdl.c,to_rte_mdl_initialize,Various
11784,Out-of-bounds write,High,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Memory - corruptions,/Tripopt/LibToRteMdl/to_rte_mdl.c,to_rte_mdl_initialize,Various
11785,Out-of-bounds write,High,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Memory - corruptions,/Tripopt/LibToRteMdl/to_rte_mdl.c,to_rte_mdl_initialize,Various
11786,Out-of-bounds write,High,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Memory - corruptions,/Tripopt/LibToRteMdl/to_rte_mdl.c,to_rte_mdl_initialize,Various
11787,Out-of-bounds write,High,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Memory - corruptions,/Tripopt/LibToRteMdl/to_rte_mdl.c,to_rte_mdl_initialize,Various
11788,Out-of-bounds write,High,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Memory - corruptions,/Tripopt/LibToRteMdl/to_rte_mdl.c,to_rte_mdl_initialize,Various
11789,Out-of-bounds write,High,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Memory - corruptions,/Tripopt/LibToRteMdl/to_rte_mdl.c,to_rte_mdl_initialize,Various
11790,Out-of-bounds write,High,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Memory - corruptions,/Tripopt/LibToRteMdl/to_rte_mdl.c,to_rte_mdl_initialize,Various
11791,Out-of-bounds write,High,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Memory - corruptions,/Tripopt/LibToRteMdl/to_rte_mdl.c,to_rte_mdl_initialize,Various
